2020-05-23 11:10:08,258 : kivy : Factory: 184 symbols loaded
2020-05-23 11:10:08,370 : kivy : ImageLoaderFFPy: Using ffpyplayer 4.3.1
2020-05-23 11:10:08,371 : kivy : Image: Providers: img_tex, img_dds, img_sdl2, img_pil, img_ffpyplayer, img_gif 
2020-05-23 11:10:08,419 : kivy : VideoGstplayer: Using Gstreamer 1.16.0.0
2020-05-23 11:10:08,420 : kivy : Video: Provider: gstplayer
2020-05-23 11:10:08,495 : kivy : Loading MPF-MC controller
2020-05-23 11:10:08,497 : YamlMultifileConfigLoader : Machine config file #1: config
2020-05-23 11:10:08,498 : ConfigProcessor : Config file in cache changed: E:\MPF\wows\wows\config\config
2020-05-23 11:10:08,498 : ConfigProcessor : Loading config from file c:\users\schol\appdata\local\programs\python\python36\lib\site-packages\mpfmc\mcconfig.yaml.
2020-05-23 11:10:08,535 : ConfigProcessor : Loading config: c:\users\schol\appdata\local\programs\python\python36\lib\site-packages\mpfmc\mcconfig.yaml
2020-05-23 11:10:08,535 : ConfigProcessor : Loading config from file E:\MPF\wows\wows\config\config.
2020-05-23 11:10:08,668 : ConfigProcessor : Loading config: E:\MPF\wows\wows\config\config
2020-05-23 11:10:08,670 : ConfigProcessor : Config file cache created: C:\Users\schol\AppData\Local\Temp\051200dc57c22661ccd061bb2017f3a6.mpf_cache
2020-05-23 11:10:08,670 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\d7d60495530237b374578b281bb65f31.mpf_cache
2020-05-23 11:10:08,671 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\5c4497fcd69d1d656c4b69a28e44c490.mpf_cache
2020-05-23 11:10:08,671 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\d7d60495530237b374578b281bb65f31.mpf_cache
2020-05-23 11:10:08,672 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\dec453850496132f8dddcdfa0a36feb5.mpf_cache
2020-05-23 11:10:08,672 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\72e9fea1cb562e40024eb5e8538ccaf2.mpf_cache
2020-05-23 11:10:08,672 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\1ff29be1d22fb14fe5fd1c82a6918df4.mpf_cache
2020-05-23 11:10:08,673 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\b0de444617e3bf30a07f755a6d4831cc.mpf_cache
2020-05-23 11:10:08,673 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\200a9b2dddbe7706ffb4c4426b6d54a8.mpf_cache
2020-05-23 11:10:08,673 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\5ab98d4be1e8de85bea62364890eb2e9.mpf_cache
2020-05-23 11:10:08,674 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\4303dca7489148da2d256fc831cf8c96.mpf_cache
2020-05-23 11:10:08,674 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\e8fceecd8f65a6a7269e98c7961bbf6a.mpf_cache
2020-05-23 11:10:08,674 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\c84d6d08bf6f923cbcccfeeea02d2c8a.mpf_cache
2020-05-23 11:10:08,675 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\159a0b7ffc6de2ed1a8cdcd57b7df3c0.mpf_cache
2020-05-23 11:10:08,675 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\b1234e2c44a33609dc2af4760c4a3f89.mpf_cache
2020-05-23 11:10:08,676 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\466eddfec572894d9eb472ce07aa5fba.mpf_cache
2020-05-23 11:10:08,676 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\93429a2a8e0859f6546b68f40c2a4656.mpf_cache
2020-05-23 11:10:08,676 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\95ae88fb094583fa2b4097c6df179650.mpf_cache
2020-05-23 11:10:08,677 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\de2d3fc178b15ce3807fa4ab35b9c965.mpf_cache
2020-05-23 11:10:08,677 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\0c80ca2179989d09b86c78c19ec87d9b.mpf_cache
2020-05-23 11:10:08,678 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\95e265efe14e4eb05d8d5c5689c9ae6b.mpf_cache
2020-05-23 11:10:08,678 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\ba047bbdc168fca96d58d351c4240916.mpf_cache
2020-05-23 11:10:08,678 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\7c1900736275ba8a713cfe77e991e929.mpf_cache
2020-05-23 11:10:08,679 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\db3d1ab92e5d5c563b40d82372434517.mpf_cache
2020-05-23 11:10:08,679 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\2f89b2ab1d9f3cef79a660914b2a527a.mpf_cache
2020-05-23 11:10:08,680 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\efcf079e5af2b94e88dae4e07273acc8.mpf_cache
2020-05-23 11:10:08,680 : ConfigProcessor : Loading config from cache: C:\Users\schol\AppData\Local\Temp\09a80c6d3887bcc7b9c4580b6d9cb499.mpf_cache
2020-05-23 11:10:08,680 : mpfmc : Mission Pinball Framework Media Controller v0.54.0-dev.7
2020-05-23 11:10:08,680 : mpfmc : Mission Pinball Framework Game Engine v0.54.0-dev.33
2020-05-23 11:10:08,680 : mpfmc : Machine path: E:\MPF\wows\wows
2020-05-23 11:10:08,681 : mpfmc : Starting clock at 60.0Hz
2020-05-23 11:10:08,694 : kivy : Text: Provider: sdl2
2020-05-23 11:10:08,734 : kivy : Window: Provider: sdl2
2020-05-23 11:10:09,108 : kivy : GL: Using the "OpenGL" graphics system
2020-05-23 11:10:09,114 : kivy : GL: GLEW initialization succeeded
2020-05-23 11:10:09,114 : kivy : GL: Backend used <glew>
2020-05-23 11:10:09,114 : kivy : GL: OpenGL version <b'4.6.0 NVIDIA 442.59'>
2020-05-23 11:10:09,115 : kivy : GL: OpenGL vendor <b'NVIDIA Corporation'>
2020-05-23 11:10:09,115 : kivy : GL: OpenGL renderer <b'GeForce GTX 1060 6GB/PCIe/SSE2'>
2020-05-23 11:10:09,115 : kivy : GL: OpenGL parsed version: 4, 6
2020-05-23 11:10:09,115 : kivy : GL: Shading version <b'4.60 NVIDIA'>
2020-05-23 11:10:09,115 : kivy : GL: Texture max size <32768>
2020-05-23 11:10:09,115 : kivy : GL: Texture max units <32>
2020-05-23 11:10:09,130 : kivy : Window: auto add sdl2 input provider
2020-05-23 11:10:09,131 : kivy : Window: virtual keyboard not allowed, single mode, not docked
2020-05-23 11:10:09,140 : SoundSystem : SoundSystem: Using default 'sound_system' settings
2020-05-23 11:10:09,358 : AudioInterface : Initialized
2020-05-23 11:10:09,358 : SoundSystem : No audio tracks are specified in your machine config file. a track named 'default' has been created.
2020-05-23 11:10:09,360 : kivy : Base: Start application main loop
2020-05-23 11:10:09,360 : EventManager : Event: ======'display_dmd_initialized'====== Args={}
2020-05-23 11:10:09,418 : mpfmc : Display: Setting 'dmd' as default display
2020-05-23 11:10:09,422 : kivy : GL: NPOT texture support is available
2020-05-23 11:10:09,432 : EventManager : Event: ======'displays_initialized'====== Args={}
2020-05-23 11:10:09,433 : EventManager : Event: ======'slide_dmd_blank_created'====== Args={}
2020-05-23 11:10:09,433 : EventManager : Event: ======'display_dmd_ready'====== Args={}
2020-05-23 11:10:09,441 : EventManager : Event: ======'init_phase_1'====== Args={}
2020-05-23 11:10:09,443 : EventManager : Event: ======'mc_ready'====== Args={}
2020-05-23 11:10:09,443 : EventManager : Event: ======'init_phase_2'====== Args={}
2020-05-23 11:10:09,447 : EventManager : Event: ======'init_phase_3'====== Args={}
2020-05-23 11:10:09,448 : AssetManager : Registering Asset: conqueror, File: conqueror.png, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\conqueror.png'}
2020-05-23 11:10:09,448 : AssetManager : Registering Asset: ConsumableCountdown100, File: ConsumableCountdown100.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown100.jpg'}
2020-05-23 11:10:09,448 : AssetManager : Registering Asset: ConsumableCountdown101, File: ConsumableCountdown101.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown101.jpg'}
2020-05-23 11:10:09,448 : AssetManager : Registering Asset: ConsumableCountdown102, File: ConsumableCountdown102.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown102.jpg'}
2020-05-23 11:10:09,448 : AssetManager : Registering Asset: ConsumableCountdown103, File: ConsumableCountdown103.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown103.jpg'}
2020-05-23 11:10:09,448 : AssetManager : Registering Asset: ConsumableCountdown104, File: ConsumableCountdown104.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown104.jpg'}
2020-05-23 11:10:09,448 : AssetManager : Registering Asset: ConsumableCountdown105, File: ConsumableCountdown105.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown105.jpg'}
2020-05-23 11:10:09,448 : AssetManager : Registering Asset: ConsumableCountdown106, File: ConsumableCountdown106.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown106.jpg'}
2020-05-23 11:10:09,448 : AssetManager : Registering Asset: ConsumableCountdown107, File: ConsumableCountdown107.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown107.jpg'}
2020-05-23 11:10:09,449 : AssetManager : Registering Asset: ConsumableCountdown108, File: ConsumableCountdown108.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown108.jpg'}
2020-05-23 11:10:09,449 : AssetManager : Registering Asset: ConsumableCountdown109, File: ConsumableCountdown109.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown109.jpg'}
2020-05-23 11:10:09,449 : AssetManager : Registering Asset: ConsumableCountdown110, File: ConsumableCountdown110.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown110.jpg'}
2020-05-23 11:10:09,449 : AssetManager : Registering Asset: ConsumableCountdown111, File: ConsumableCountdown111.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown111.jpg'}
2020-05-23 11:10:09,449 : AssetManager : Registering Asset: ConsumableCountdown112, File: ConsumableCountdown112.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown112.jpg'}
2020-05-23 11:10:09,449 : AssetManager : Registering Asset: ConsumableCountdown113, File: ConsumableCountdown113.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown113.jpg'}
2020-05-23 11:10:09,449 : AssetManager : Registering Asset: ConsumableCountdown114, File: ConsumableCountdown114.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown114.jpg'}
2020-05-23 11:10:09,449 : AssetManager : Registering Asset: ConsumableCountdown115, File: ConsumableCountdown115.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown115.jpg'}
2020-05-23 11:10:09,449 : AssetManager : Registering Asset: ConsumableCountdown116, File: ConsumableCountdown116.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown116.jpg'}
2020-05-23 11:10:09,449 : AssetManager : Registering Asset: ConsumableCountdown117, File: ConsumableCountdown117.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown117.jpg'}
2020-05-23 11:10:09,449 : AssetManager : Registering Asset: ConsumableCountdown118, File: ConsumableCountdown118.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown118.jpg'}
2020-05-23 11:10:09,449 : AssetManager : Registering Asset: ConsumableCountdown119, File: ConsumableCountdown119.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown119.jpg'}
2020-05-23 11:10:09,449 : AssetManager : Registering Asset: ConsumableCountdown120, File: ConsumableCountdown120.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown120.jpg'}
2020-05-23 11:10:09,449 : AssetManager : Registering Asset: ConsumableCountdown121, File: ConsumableCountdown121.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown121.jpg'}
2020-05-23 11:10:09,450 : AssetManager : Registering Asset: ConsumableCountdown122, File: ConsumableCountdown122.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown122.jpg'}
2020-05-23 11:10:09,450 : AssetManager : Registering Asset: ConsumableCountdown123, File: ConsumableCountdown123.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown123.jpg'}
2020-05-23 11:10:09,450 : AssetManager : Registering Asset: ConsumableCountdown124, File: ConsumableCountdown124.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown124.jpg'}
2020-05-23 11:10:09,450 : AssetManager : Registering Asset: ConsumableCountdown125, File: ConsumableCountdown125.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown125.jpg'}
2020-05-23 11:10:09,450 : AssetManager : Registering Asset: ConsumableCountdown126, File: ConsumableCountdown126.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown126.jpg'}
2020-05-23 11:10:09,450 : AssetManager : Registering Asset: ConsumableCountdown127, File: ConsumableCountdown127.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown127.jpg'}
2020-05-23 11:10:09,450 : AssetManager : Registering Asset: ConsumableCountdown128, File: ConsumableCountdown128.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown128.jpg'}
2020-05-23 11:10:09,450 : AssetManager : Registering Asset: ConsumableCountdown129, File: ConsumableCountdown129.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown129.jpg'}
2020-05-23 11:10:09,450 : AssetManager : Registering Asset: ConsumableCountdown130, File: ConsumableCountdown130.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\ConsumableCountdown130.jpg'}
2020-05-23 11:10:09,450 : AssetManager : Registering Asset: container_ball, File: container_ball.gif, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\container_ball.gif'}
2020-05-23 11:10:09,450 : AssetManager : Registering Asset: container_ball_text, File: container_ball_text.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\container_ball_text.jpg'}
2020-05-23 11:10:09,450 : AssetManager : Registering Asset: container_dmg, File: container_dmg.gif, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\container_dmg.gif'}
2020-05-23 11:10:09,450 : AssetManager : Registering Asset: container_dmg_text, File: container_dmg_text.jpg, Default Group: default, Final Config: {'load': 'preload', 'file': 'E:\\MPF\\wows\\wows\\images\\container_dmg_text.jpg'}
